"interest_rate","income_ver","debt_to_income","credit_util","bankruptcy","term","issued","credit_checks"
17.09,"source_only",9.84,0.9877,0,36,"Jan2018",1
13.59,"source_only",38.49,0.4201,0,36,"Jan2018",4
6.07,"not",1.98,0.0268,0,36,"Mar2018",1
9.93,"verified",55.61,0.7811,0,36,"Feb2018",0
9.44,"not",11.06,0.1279,0,36,"Jan2018",2
11.99,"not",39.03,0.1089,0,36,"Feb2018",1
25.82,"not",29.17,0.6364,0,60,"Jan2018",2
19.03,"source_only",27.43,0.5858,0,60,"Jan2018",5
10.41,"verified",12.13,0.1385,0,36,"Feb2018",2
12.61,"source_only",7.06,0.9938,0,36,"Mar2018",0
6.71,"not",2.96,0.1626,0,36,"Mar2018",1
10.42,"not",5.78,0.2787,0,36,"Jan2018",0
18.06,"verified",32.86,0.3653,1,36,"Feb2018",4
6.08,"source_only",10.6,0.3357,0,36,"Feb2018",1
7.97,"source_only",11.2,0.7117,0,36,"Jan2018",0
24.85,"source_only",44.35,0.532,1,60,"Jan2018",2
15.04,"source_only",16.11,0.9034,0,36,"Mar2018",2
21.45,"not",10.15,0.0914,1,60,"Jan2018",1
17.09,"not",23.35,0.6911,0,36,"Jan2018",1
20,"source_only",4.87,0.2506,0,36,"Feb2018",7
9.44,"not",8.25,0.2835,1,36,"Feb2018",0
15.04,"not",16.49,0.2741,0,60,"Mar2018",1
20.39,"source_only",16.05,0.1102,0,60,"Mar2018",1
7.97,"not",5.83,0.2944,0,36,"Jan2018",1
11.98,"source_only",21.5,0.6117,0,36,"Mar2018",2
6.07,"verified",2.58,0.2024,0,36,"Mar2018",2
21.45,"verified",41.51,0.7865,0,60,"Jan2018",3
9.44,"not",11.83,0.6253,0,36,"Mar2018",0
9.43,"source_only",5.03,0.2981,1,36,"Mar2018",0
21.85,"source_only",10.67,0.0612,1,60,"Feb2018",3
11.99,"source_only",7.52,0.2019,0,60,"Feb2018",1
10.42,"not",17.25,0.5455,0,60,"Feb2018",2
13.59,"source_only",37.73,0.6926,0,36,"Feb2018",3
7.35,"source_only",16.12,0.1683,0,36,"Jan2018",1
6.71,"verified",10.8,0.0368,0,36,"Mar2018",0
9.44,"not",17.75,0.3871,1,36,"Feb2018",2
6.72,"verified",18.85,0.1484,0,36,"Jan2018",2
7.97,"source_only",26.03,0.2948,0,36,"Feb2018",1
15.05,"source_only",28.5,0.4307,0,60,"Feb2018",5
6.72,"source_only",14.8,0.1291,0,36,"Feb2018",1
5.32,"not",6.78,0.0437,0,36,"Jan2018",0
17.47,"not",13.53,0.55,0,36,"Feb2018",3
15.05,"source_only",16.83,0.7947,0,36,"Jan2018",2
10.91,"not",16.05,0.6578,0,36,"Jan2018",0
21.45,"verified",19.15,0.4951,0,60,"Feb2018",3
5.32,"not",10.78,0.0705,0,36,"Jan2018",1
12.62,"source_only",8.93,0.651,0,36,"Feb2018",0
12.61,"not",12.37,0.5085,0,36,"Mar2018",5
10.91,"source_only",3.85,0.2433,0,36,"Jan2018",1
5.32,"source_only",12.5,0.1126,0,36,"Jan2018",2
7.96,"source_only",1.64,0.0271,0,36,"Mar2018",1
11.99,"not",469.09,0.1717,0,36,"Feb2018",6
6.08,"source_only",23.15,0.2332,0,36,"Feb2018",0
13.58,"verified",18.65,0.2009,0,36,"Mar2018",2
7.35,"not",23.46,0.5377,0,36,"Feb2018",1
7.97,"not",14.96,0.1336,0,36,"Jan2018",0
10.42,"source_only",12.23,0.1018,0,36,"Jan2018",0
6.71,"source_only",13.96,0.4851,0,36,"Mar2018",0
5.31,"not",10.4,0.0431,0,36,"Mar2018",0
12.61,"not",8.29,0.5384,0,36,"Feb2018",2
25.82,"not",25.76,0.1754,0,36,"Jan2018",1
18.06,"source_only",37.87,0.1929,0,36,"Jan2018",1
9.44,"source_only",12.31,0.5003,1,36,"Jan2018",1
19.03,"not",21.29,0.6742,0,36,"Jan2018",1
5.32,"not",20.76,0.1521,0,36,"Jan2018",2
11.99,"source_only",0.88,0.0221,0,36,"Feb2018",6
7.96,"not",20.44,0.3114,0,36,"Mar2018",0
18.45,"source_only",32.67,0.094,0,36,"Mar2018",2
28.72,"verified",75.45,0.3064,0,60,"Mar2018",4
9.92,"not",26.11,0.3731,0,60,"Mar2018",1
7.96,"source_only",10.83,0.8064,0,36,"Mar2018",1
13.58,"not",15.81,0.2772,0,36,"Feb2018",2
7.34,"source_only",28.19,0.8474,0,36,"Mar2018",1
9.43,"source_only",18.5,0.1738,0,36,"Mar2018",12
15.05,"verified",18.73,0.6388,0,36,"Feb2018",0
11.98,"not",5.78,0.8626,0,36,"Feb2018",2
13.59,"verified",29.4,0.6249,1,36,"Jan2018",4
14.08,"verified",22.67,0.4145,0,36,"Feb2018",2
14.07,"source_only",21.34,0.6151,0,60,"Mar2018",1
16.01,"not",16.65,0.7981,0,36,"Mar2018",5
9.43,"verified",83.4,0.6521,0,36,"Mar2018",1
9.93,"not",14.31,0.4549,0,36,"Jan2018",1
12.61,"source_only",14.22,0.6451,0,60,"Feb2018",2
14.08,"source_only",29.67,0.4728,0,60,"Feb2018",0
16.02,"verified",24.71,0.214,1,60,"Jan2018",2
19.03,"verified",17.59,0.668,1,60,"Jan2018",2
9.93,"source_only",30.97,0.6012,0,60,"Feb2018",0
7.96,"not",16.27,0.1808,1,36,"Mar2018",8
10.91,"source_only",4.57,0.5842,1,36,"Jan2018",1
18.06,"source_only",19.45,0.6332,0,60,"Jan2018",1
5.31,"not",14.49,0.5473,0,36,"Feb2018",0
11.98,"verified",13.23,0.097,0,60,"Mar2018",3
21.85,"verified",32.77,0.5629,0,36,"Mar2018",1
7.35,"verified",25.01,0.1022,0,36,"Jan2018",1
9.93,"source_only",11.39,0.0799,0,60,"Jan2018",3
6.08,"not",20.28,0.1049,1,36,"Feb2018",1
16.01,"verified",17.78,0.4703,0,36,"Mar2018",7
10.9,"source_only",4.4,0.6904,0,36,"Mar2018",2
7.35,"source_only",3.92,0.1986,0,36,"Jan2018",6
9.93,"source_only",27.4,0.1008,0,60,"Jan2018",0
6.72,"verified",16.53,0.0583,0,36,"Jan2018",0
9.92,"not",11.08,0.1862,0,36,"Mar2018",1
21.45,"verified",18.36,0.4394,0,60,"Feb2018",0
21.85,"source_only",10.72,0.5726,0,60,"Mar2018",2
20,"verified",21.34,0.2995,0,36,"Jan2018",8
10.9,"source_only",25.76,0.6822,0,36,"Mar2018",0
13.58,"not",21.93,0.5512,0,36,"Feb2018",1
21.85,"source_only",5.36,0.5612,0,60,"Mar2018",4
10.9,"not",28.28,0.8915,0,36,"Mar2018",11
10.42,"source_only",6.84,0.6612,1,36,"Jan2018",4
22.91,"source_only",29.53,0.1678,0,36,"Feb2018",3
12.62,"source_only",9.08,0.513,0,36,"Jan2018",0
14.07,"not",33.62,0.1623,1,36,"Feb2018",3
15.05,"source_only",28.61,0.7376,0,36,"Jan2018",2
9.93,"not",20.12,0.1822,0,60,"Jan2018",1
16.01,"verified",29.49,0.5824,1,36,"Mar2018",1
12.62,"not",33.14,0.1199,0,60,"Jan2018",5
7.35,"not",15.09,0.0885,0,36,"Feb2018",2
15.04,"verified",17.75,0.3104,0,60,"Mar2018",2
9.44,"source_only",41.44,0.523,0,36,"Feb2018",6
16.01,"verified",5.74,0.601,0,36,"Feb2018",3
10.9,"verified",11.24,0.5613,0,36,"Mar2018",0
6.72,"source_only",37.03,0.2174,0,36,"Feb2018",1
9.93,"source_only",18.18,0.0707,0,36,"Jan2018",5
11.99,"source_only",13.67,0.2113,0,36,"Jan2018",1
9.93,"not",13,0.5278,0,36,"Feb2018",4
10.41,"source_only",24.29,0.7412,1,36,"Mar2018",2
13.59,"verified",24.81,0.5373,0,36,"Jan2018",0
15.05,"not",20.96,0.1092,1,36,"Feb2018",0
14.08,"verified",16.34,0.6228,1,60,"Jan2018",1
19.03,"source_only",13.97,0.7709,0,36,"Feb2018",0
6.08,"not",22.08,0.2777,0,36,"Feb2018",0
11.99,"not",23.05,0.2227,0,36,"Feb2018",2
5.31,"not",10.97,0.0858,0,36,"Feb2018",1
12.62,"source_only",34.55,0.3265,0,60,"Feb2018",1
13.59,"verified",12.89,0.4112,0,36,"Jan2018",0
13.59,"source_only",15.26,0.3058,0,36,"Jan2018",3
11.98,"source_only",34.83,0.9423,1,36,"Mar2018",3
14.08,"not",37.22,0.2954,0,36,"Jan2018",0
15.05,"not",12.47,0.7608,0,36,"Jan2018",0
12.62,"not",9.76,0.4739,0,36,"Jan2018",1
10.9,"source_only",4.57,0.0445,0,60,"Mar2018",0
10.9,"not",12.33,0.2541,0,60,"Feb2018",1
6.72,"source_only",9.43,0.4507,0,36,"Jan2018",3
9.92,"not",10.07,0.6504,0,36,"Mar2018",0
16.02,"source_only",12.22,0.835,0,60,"Jan2018",0
9.43,"not",2.2,0.4106,0,36,"Mar2018",0
11.99,"source_only",19.66,0.4096,0,60,"Feb2018",5
13.59,"not",37.95,0.5484,0,60,"Feb2018",1
6.72,"verified",20.57,0.3009,0,36,"Jan2018",0
13.58,"not",28.46,0.5282,0,36,"Feb2018",0
9.92,"source_only",13.63,0.4466,0,36,"Mar2018",0
10.41,"not",14.91,0.4106,0,36,"Mar2018",1
10.91,"not",5.3,0.5928,0,36,"Feb2018",0
12.61,"verified",32.85,0.7105,0,60,"Mar2018",3
10.91,"source_only",10.94,0.3546,0,36,"Jan2018",4
6.07,"not",10.15,0.6878,0,36,"Mar2018",1
10.42,"not",11.12,0.314,0,36,"Feb2018",0
9.43,"verified",17.84,0.153,0,36,"Mar2018",6
6.08,"verified",58.92,0.075,0,36,"Mar2018",1
10.91,"source_only",21.6,0.2086,0,60,"Feb2018",4
6.07,"not",19.4,0.2762,0,36,"Mar2018",1
9.44,"not",23.57,0.1358,0,60,"Feb2018",3
16.02,"verified",14.66,0.7158,0,36,"Feb2018",0
10.42,"source_only",6.07,0.0645,0,36,"Jan2018",2
9.44,"not",25.17,0.1838,0,60,"Jan2018",4
7.34,"not",7.88,0.7406,0,36,"Feb2018",0
19.42,"verified",16.89,0.1506,0,36,"Mar2018",2
15.05,"source_only",14.26,0.6527,0,36,"Jan2018",0
16.02,"source_only",8.88,0.2246,0,60,"Feb2018",0
16.02,"source_only",16.06,0.6603,0,60,"Mar2018",0
14.07,"not",10.52,0.6103,0,60,"Mar2018",2
10.41,"verified",18.42,0.0865,0,36,"Mar2018",1
14.08,"verified",32.34,0.7457,0,36,"Jan2018",4
11.99,"not",30.83,1.2269,1,36,"Feb2018",0
10.42,"not",11.96,0.6634,0,60,"Jan2018",0
13.59,"verified",44.07,0.7582,0,60,"Mar2018",1
6.08,"source_only",32.48,0.1661,0,36,"Jan2018",4
6.71,"not",29.87,0.6092,0,36,"Mar2018",0
10.42,"not",19.24,0.6853,0,36,"Jan2018",3
7.34,"not",19.76,0.2098,0,36,"Mar2018",1
17.47,"verified",20.68,0.4131,0,36,"Mar2018",0
9.93,"not",9.94,0.1143,0,36,"Jan2018",0
17.09,"source_only",1.43,0.4363,0,60,"Jan2018",6
12.62,"source_only",20.38,0.1897,0,60,"Jan2018",0
21.45,"verified",1.12,0.202,0,60,"Jan2018",5
7.97,"verified",36.35,0.2222,0,36,"Jan2018",2
9.93,"verified",7.19,0.4192,0,60,"Mar2018",2
7.96,"not",6.65,0.5072,0,36,"Feb2018",0
6.72,"not",28.74,0.466,0,36,"Feb2018",0
16.01,"source_only",30.81,0.2421,0,60,"Mar2018",6
7.96,"not",7.42,0.4897,0,36,"Mar2018",1
10.42,"not",21.62,0.2845,0,36,"Feb2018",5
6.08,"not",6.24,0.0941,0,36,"Jan2018",1
6.72,"not",22.18,0.6977,0,36,"Jan2018",1
5.31,"verified",25.63,0.1155,0,36,"Feb2018",0
10.42,"not",34,0.1174,0,36,"Jan2018",1
25.81,"source_only",36.74,0.415,1,60,"Mar2018",0
7.35,"source_only",27.23,0.4036,0,36,"Feb2018",0
10.9,"source_only",5.85,0.145,0,60,"Mar2018",3
5.32,"source_only",16.24,0.2036,0,36,"Feb2018",0
16.02,"verified",18.24,0.2157,0,36,"Jan2018",1
9.92,"verified",25.05,0.6524,0,36,"Mar2018",0
6.71,"source_only",2.69,0.1132,0,36,"Feb2018",1
14.08,"source_only",27.97,0.574,0,36,"Jan2018",1
9.44,"source_only",18.2,0.7472,1,36,"Jan2018",9
16.02,"source_only",20.61,0.1224,0,36,"Feb2018",3
10.42,"source_only",10.96,0.493,0,36,"Jan2018",3
7.97,"not",20.5,0.5364,0,36,"Feb2018",1
16.02,"not",20.45,0.7536,0,36,"Feb2018",5
9.43,"source_only",18.04,0.2629,0,36,"Feb2018",2
11.98,"not",12.56,0.0637,0,36,"Feb2018",1
10.9,"not",29.25,0.3454,0,60,"Mar2018",0
6.71,"source_only",10.5,0.4443,0,36,"Mar2018",0
6.71,"not",13.44,0.5068,0,36,"Mar2018",0
19.03,"source_only",16.96,0.5088,0,36,"Jan2018",1
23.88,"verified",16.77,0.7097,0,60,"Jan2018",4
10.9,"source_only",8.47,0.1142,0,36,"Mar2018",5
19.03,"verified",9.8,1.0188,0,60,"Feb2018",0
6.72,"source_only",23.86,0.8697,0,36,"Feb2018",0
9.44,"source_only",13.06,0.6961,0,36,"Feb2018",1
5.31,"not",9.01,0.2298,0,36,"Feb2018",2
14.07,"source_only",23.08,0.234,0,60,"Feb2018",2
13.58,"not",10.85,0.412,1,36,"Mar2018",4
14.08,"source_only",29.68,0.5307,0,36,"Jan2018",4
9.43,"not",9.23,0.248,0,36,"Mar2018",4
10.91,"not",28.75,0.1736,0,36,"Feb2018",3
16.02,"verified",23.02,0.6488,0,36,"Jan2018",0
18.06,"source_only",1.2,0.112,0,36,"Feb2018",1
5.31,"source_only",10.12,0.2308,0,36,"Feb2018",0
11.99,"not",16.31,0.608,0,60,"Feb2018",1
28.72,"source_only",25.67,0.1632,1,60,"Jan2018",1
16.01,"source_only",5.81,0.0729,0,36,"Mar2018",1
10.91,"source_only",23.6,0.4419,1,36,"Jan2018",12
12.62,"source_only",1.85,0.4238,0,36,"Feb2018",3
22.91,"source_only",3.41,0.4772,0,60,"Jan2018",3
17.09,"source_only",22.87,0.7633,0,36,"Jan2018",0
10.42,"source_only",15.57,0.5706,0,36,"Jan2018",1
7.97,"source_only",11.37,0.1346,0,36,"Jan2018",3
14.08,"not",9.38,0.079,0,36,"Feb2018",2
7.34,"not",11.3,0.6612,0,36,"Mar2018",4
7.34,"not",20.37,0.1486,0,60,"Feb2018",0
11.99,"not",15.97,0.3849,0,36,"Feb2018",1
11.99,"not",12.84,0.3647,0,60,"Jan2018",1
10.91,"not",20.66,0.2725,0,36,"Jan2018",0
9.44,"not",34.84,0.2952,0,60,"Jan2018",7
6.72,"not",5.95,0.2494,0,36,"Feb2018",0
18.45,"source_only",13.79,0.3783,0,60,"Mar2018",2
10.42,"verified",11.07,0.3685,0,60,"Jan2018",1
17.09,"source_only",5.6,0.5559,0,36,"Feb2018",0
16.01,"not",23.88,0.6607,0,36,"Feb2018",17
15.04,"not",20.23,0.6204,1,36,"Mar2018",2
30.17,"source_only",8.1,0.2344,0,60,"Mar2018",5
7.97,"source_only",5.53,0.2898,0,36,"Feb2018",1
9.44,"source_only",20.48,0.6502,0,36,"Jan2018",4
12.61,"source_only",21.14,0.1681,0,60,"Mar2018",3
16.02,"source_only",17.27,0.7551,0,60,"Feb2018",2
14.08,"source_only",20.05,0.2718,0,60,"Jan2018",0
10.91,"verified",6.37,0.0244,0,36,"Jan2018",2
17.47,"source_only",5.01,0.3614,0,60,"Mar2018",5
17.09,"source_only",34.44,0.5044,0,60,"Jan2018",2
17.47,"source_only",1.75,0.1855,0,60,"Mar2018",4
10.42,"source_only",18.36,0.195,0,60,"Feb2018",0
10.91,"source_only",4.01,0.0359,0,36,"Feb2018",2
6.07,"not",38.05,0.2799,0,36,"Mar2018",1
16.02,"source_only",15.1,0.6384,0,60,"Jan2018",3
22.91,"verified",19.54,0.1382,0,60,"Feb2018",1
11.99,"not",11.2,0.4511,0,36,"Jan2018",1
12.61,"source_only",10.23,0.468,0,60,"Mar2018",1
19.03,"source_only",7.27,0.6394,0,60,"Jan2018",5
15.04,"source_only",17.81,0.7844,0,60,"Mar2018",0
6.07,"source_only",28.04,0.7669,0,36,"Mar2018",2
14.08,"source_only",12.55,0.8613,1,36,"Jan2018",1
10.9,"source_only",55.73,0.5727,0,60,"Mar2018",0
6.07,"source_only",2.38,0.0328,0,36,"Mar2018",0
10.91,"not",21.3,0.4734,0,36,"Jan2018",4
6.72,"not",27.06,0.2572,0,36,"Feb2018",1
9.44,"source_only",18.33,0.0918,0,60,"Feb2018",1
25.81,"source_only",28.33,0.8171,0,60,"Mar2018",1
12.61,"not",15.43,0.7936,0,36,"Mar2018",0
12.61,"not",12.45,0.4928,1,60,"Feb2018",5
7.35,"source_only",34.2,0.3192,0,36,"Feb2018",0
20,"not",31.52,0.2843,0,60,"Jan2018",3
24.84,"not",12.72,0.1222,0,60,"Mar2018",4
6.08,"not",13.89,0.4158,0,36,"Jan2018",1
11.99,"verified",0.94,0.938,0,36,"Feb2018",0
9.44,"not",14.42,0.5214,0,60,"Jan2018",12
5.32,"not",8.35,0.4699,0,36,"Feb2018",3
9.92,"source_only",20.77,0.4017,0,60,"Mar2018",8
21.45,"verified",21.93,0.806,0,36,"Feb2018",2
12.61,"source_only",4.3,0.0169,0,60,"Mar2018",0
14.08,"verified",17.47,0.0551,0,36,"Feb2018",3
10.9,"not",16.55,0.1199,0,36,"Mar2018",1
15.05,"not",2.97,0.9727,0,36,"Jan2018",1
11.98,"not",8.12,0.5039,1,36,"Feb2018",0
10.91,"source_only",15.06,0.9845,0,36,"Jan2018",1
14.07,"not",11.5,0.1768,0,36,"Mar2018",0
17.09,"source_only",31.58,0.74,0,60,"Jan2018",0
30.75,"verified",20.98,0.8816,0,36,"Mar2018",3
29.69,"verified",27.2,0.9671,0,60,"Mar2018",2
11.98,"verified",18.49,0.2143,0,36,"Mar2018",4
5.32,"not",7.79,0.0965,0,36,"Feb2018",0
13.59,"source_only",19.35,0.3617,0,60,"Jan2018",0
15.05,"source_only",24.08,0.2793,0,60,"Jan2018",0
14.08,"not",21.07,0.561,0,60,"Jan2018",0
19.03,"not",20.7,0.1963,0,60,"Feb2018",1
13.59,"source_only",26.78,0.2623,0,60,"Jan2018",0
12.61,"not",15.59,0.1669,0,36,"Mar2018",3
18.06,"source_only",12.52,0.5167,0,36,"Jan2018",2
14.08,"not",14.82,0.742,0,36,"Feb2018",0
18.06,"source_only",31.5,0.1845,0,36,"Mar2018",9
6.07,"not",49.05,0.5049,0,36,"Mar2018",1
11.99,"source_only",33.46,0.4782,0,36,"Jan2018",0
5.31,"source_only",7.64,0.871,0,36,"Mar2018",1
10.42,"not",6.14,0.4459,0,60,"Jan2018",1
6.08,"source_only",7.16,0.1424,0,36,"Jan2018",1
18.06,"source_only",18.23,0.6775,1,60,"Jan2018",1
15.05,"verified",23.47,0.1662,0,36,"Jan2018",1
6.72,"not",14.11,0.0465,0,36,"Feb2018",0
12.62,"source_only",23.69,0.1414,1,36,"Jan2018",0
6.07,"verified",8.97,0.3395,0,36,"Mar2018",3
5.32,"not",35.76,0.1877,0,36,"Feb2018",0
7.34,"not",3.81,0.061,0,36,"Mar2018",0
9.93,"source_only",19.43,0.3548,0,36,"Feb2018",6
15.04,"source_only",10.79,0.0966,0,60,"Mar2018",4
6.07,"source_only",10.05,0.0711,0,36,"Mar2018",0
10.41,"not",21.09,0.1547,0,60,"Mar2018",1
5.32,"not",5.8,0.0709,0,60,"Jan2018",1
16.01,"not",7.56,0.6329,0,36,"Mar2018",2
28.72,"source_only",27.81,0.689,0,60,"Feb2018",1
7.35,"not",18.25,0.3373,0,36,"Feb2018",0
5.31,"not",17.33,0.1008,0,36,"Mar2018",0
6.72,"source_only",1.03,0.1016,0,36,"Feb2018",0
7.97,"not",59.44,0.2812,0,36,"Jan2018",5
15.04,"source_only",14.04,0.0657,0,60,"Mar2018",3
21.45,"source_only",19.23,0.9082,0,60,"Jan2018",2
14.07,"not",22.64,0.6467,0,60,"Mar2018",1
6.72,"not",15.33,0.2121,1,36,"Jan2018",4
11.99,"source_only",5.92,0.4694,0,36,"Jan2018",1
10.9,"source_only",9.78,0.6359,0,60,"Mar2018",0
6.72,"source_only",11.29,0.2613,1,36,"Jan2018",0
9.92,"not",23.3,0.3236,1,36,"Mar2018",3
7.97,"not",24.93,0.2808,0,36,"Jan2018",1
7.34,"verified",17.43,0.6019,0,36,"Mar2018",1
9.92,"not",3.05,0.5592,0,36,"Mar2018",0
9.43,"verified",5.16,0.6592,0,36,"Mar2018",0
10.42,"source_only",7.17,0.8294,0,36,"Feb2018",1
16.02,"verified",28.63,0.8974,0,36,"Feb2018",8
6.08,"source_only",12.13,0.2627,0,36,"Jan2018",1
20.39,"not",3.62,0.5699,0,36,"Feb2018",0
13.59,"source_only",5.98,0.0389,0,36,"Feb2018",2
9.44,"source_only",16.19,0.1584,0,60,"Jan2018",0
10.42,"not",16.11,1.0469,0,36,"Jan2018",1
9.92,"not",7.91,0.0441,1,60,"Mar2018",1
11.99,"not",12.52,0.5109,0,60,"Jan2018",0
6.72,"not",17.83,0.5559,0,36,"Mar2018",0
18.06,"verified",32.42,0.2718,0,36,"Feb2018",5
9.93,"not",144.3,0.0815,1,60,"Jan2018",4
10.42,"verified",13.74,0.1,0,36,"Jan2018",1
14.08,"verified",26.78,0.7106,0,36,"Jan2018",0
9.43,"source_only",17.63,0.2098,0,60,"Mar2018",2
16.02,"verified",17.6,0.7775,0,36,"Mar2018",6
6.72,"not",18.25,0.4443,0,36,"Feb2018",0
9.43,"not",18,0.3157,1,36,"Mar2018",2
7.35,"not",20.7,0.3019,0,36,"Jan2018",2
6.08,"not",12.58,0.6924,0,36,"Jan2018",1
6.08,"not",13.11,0.5974,0,36,"Jan2018",7
10.91,"not",17.39,0.9076,0,36,"Jan2018",2
17.09,"source_only",18.7,0.1417,1,60,"Jan2018",4
19.42,"not",5.31,0.0972,0,60,"Feb2018",1
11.99,"verified",35.08,0.7249,1,60,"Feb2018",0
13.58,"not",21.44,0.0655,1,36,"Mar2018",6
11.99,"source_only",18.63,0.573,0,36,"Jan2018",5
13.59,"source_only",17.68,0.9004,0,60,"Jan2018",0
9.44,"source_only",13.88,0.8231,0,36,"Feb2018",4
17.09,"not",19.2,0.0849,1,36,"Jan2018",0
11.98,"not",27.64,0.5922,0,60,"Mar2018",0
20.39,"not",37.44,0.5894,0,36,"Mar2018",3
26.3,"verified",37.62,0.5599,1,60,"Feb2018",0
13.59,"not",11.6,0.0625,0,60,"Feb2018",0
9.93,"source_only",15.14,0.8868,0,36,"Feb2018",1
10.41,"source_only",10.88,0.7804,0,36,"Mar2018",0
12.62,"not",3.23,0.3221,0,36,"Feb2018",0
17.09,"not",9.9,0.7043,0,36,"Jan2018",1
6.07,"source_only",10.78,0.319,0,36,"Mar2018",1
24.85,"verified",26.08,0.3772,1,60,"Jan2018",2
10.91,"source_only",12.63,0.2562,0,36,"Jan2018",4
5.31,"source_only",2.91,0.0109,0,36,"Mar2018",0
6.08,"source_only",7.11,0.2586,0,36,"Jan2018",1
6.07,"not",19.22,0.2672,0,36,"Mar2018",0
9.43,"source_only",8.7,0.4757,0,36,"Mar2018",2
14.07,"verified",11.05,0.9776,0,36,"Mar2018",0
17.09,"verified",21.93,0.178,0,36,"Jan2018",0
11.98,"source_only",20.08,0.1476,0,60,"Mar2018",2
14.07,"verified",23.56,0.5575,1,36,"Mar2018",0
9.92,"not",20.61,0.0808,1,60,"Mar2018",2
5.32,"verified",14.4,0.1015,0,36,"Mar2018",2
16.02,"not",12.46,0.8617,1,60,"Jan2018",4
17.47,"source_only",26.14,0.3111,0,60,"Mar2018",1
9.43,"source_only",16.43,0.1901,0,36,"Mar2018",0
16.02,"source_only",31.45,0.7212,0,36,"Feb2018",0
9.93,"verified",46.06,0.7982,1,36,"Feb2018",7
9.93,"source_only",18.63,0.3412,1,60,"Feb2018",4
9.93,"source_only",5.3,0.5074,0,36,"Jan2018",0
10.9,"source_only",6.18,0.0824,0,60,"Mar2018",2
10.42,"not",19.73,0.7379,0,36,"Feb2018",0
11.99,"not",25.74,0.265,0,36,"Jan2018",1
26.3,"verified",2.05,0.2282,0,60,"Jan2018",3
9.43,"source_only",9.92,0.2563,0,60,"Mar2018",5
7.97,"source_only",0,0,0,36,"Feb2018",0
11.98,"not",11.73,0.7287,0,36,"Mar2018",0
15.04,"source_only",42.66,0.4244,0,60,"Mar2018",1
7.97,"source_only",26.1,0.1622,0,36,"Feb2018",0
14.08,"source_only",10.87,0.0844,0,36,"Jan2018",5
19.03,"not",44.46,0.7926,0,36,"Jan2018",3
7.96,"source_only",17.53,0.1522,0,36,"Mar2018",0
9.44,"source_only",9.16,0.1158,0,60,"Jan2018",2
11.99,"source_only",8.24,0.6588,0,36,"Jan2018",1
13.59,"source_only",23.38,0.2249,0,60,"Jan2018",1
7.97,"not",17.26,0.5781,0,36,"Feb2018",2
16.02,"verified",21.67,0.1422,0,60,"Jan2018",1
12.62,"not",15.55,0.3504,0,60,"Jan2018",2
5.32,"not",2.75,0.0928,0,36,"Jan2018",0
7.97,"source_only",4.1,0.5903,0,36,"Feb2018",0
12.61,"source_only",35.1,0.2055,0,36,"Mar2018",0
11.98,"not",5.68,0.3591,0,36,"Mar2018",1
16.01,"verified",72.16,0.251,0,60,"Mar2018",1
18.45,"source_only",9.71,0.1463,0,60,"Mar2018",0
10.9,"source_only",16.03,0.4037,0,36,"Mar2018",5
9.92,"source_only",11.56,0.1486,2,36,"Mar2018",1
12.61,"not",10.53,0.291,0,36,"Mar2018",6
11.99,"not",19.97,0.4894,0,60,"Feb2018",0
9.43,"verified",17.5,0.1307,0,60,"Mar2018",1
10.9,"source_only",12.07,0.1743,0,60,"Mar2018",3
20.39,"not",11.52,0.8791,0,36,"Mar2018",1
9.44,"source_only",19.81,0.263,0,36,"Jan2018",2
9.44,"source_only",16.32,0.37,0,60,"Jan2018",0
12.61,"source_only",15.39,0.2364,0,36,"Mar2018",8
16.01,"source_only",19.54,0.4494,0,36,"Mar2018",1
12.61,"not",52.91,0.5023,0,36,"Mar2018",1
10.9,"source_only",0,0,0,60,"Mar2018",0
6.71,"not",2.95,0.0756,0,36,"Mar2018",4
9.43,"source_only",18.25,0.0969,1,36,"Mar2018",0
10.41,"source_only",16.79,0.7812,0,36,"Mar2018",7
10.9,"source_only",14.83,0.5772,0,36,"Mar2018",0
16.02,"not",11.57,0.5571,0,60,"Feb2018",0
14.08,"verified",33.52,0.2336,0,36,"Jan2018",2
10.91,"not",14.32,0.403,0,36,"Jan2018",3
7.34,"source_only",23.16,0.9626,0,36,"Mar2018",0
9.92,"source_only",27.63,0.4253,0,60,"Mar2018",1
23.88,"source_only",16.75,0.0848,0,36,"Feb2018",0
10.9,"not",18.67,0.3194,0,36,"Mar2018",3
12.62,"source_only",30.79,0.2055,0,36,"Jan2018",2
9.93,"source_only",9.09,0.352,0,36,"Jan2018",8
6.72,"not",20.85,0.0816,0,36,"Jan2018",0
21.45,"verified",32.19,0.9029,0,36,"Mar2018",1
13.59,"not",10.97,0.0614,0,60,"Jan2018",1
6.72,"source_only",11.11,0.6061,0,36,"Jan2018",5
15.04,"verified",22.35,0.5631,0,60,"Mar2018",0
7.97,"not",17.51,0.2638,1,36,"Jan2018",3
13.59,"source_only",34.8,0.1212,0,60,"Jan2018",3
9.44,"source_only",3.16,0.3831,1,36,"Jan2018",2
10.41,"not",0.150892857142857,0.4183,0,36,"Mar2018",5
6.72,"not",14.7,0.4462,0,36,"Jan2018",0
7.96,"not",1.89,0.0199,0,36,"Feb2018",0
9.44,"not",25.98,0.0913,0,36,"Feb2018",0
